,Unnamed: 0,id,title,vendor,category,prod_type,publish,price (MYR),compare_at_price (MYR),weight (grams),available,sku,review
434,434,4.63E+12,Evolve BMW F90 M5 Stage 1 & Stage 2 ECU Remote Remap,Evolve,Tuning Remap,ECU Remap,2020-04-13T12:46:27+01:00,5962,,1000,FALSE,EVOLVERF90M5-5,[]
435,435,4.63E+12,Evolve BMW F90 M5 Stage 1 & Stage 2 ECU Remote Remap,Evolve,Tuning Remap,ECU Remap,2020-04-13T12:46:27+01:00,5962,,1000,FALSE,EVOLVERF90M5-6,[]
436,436,4.63E+12,Evolve BMW F90 M5 Stage 1 & Stage 2 ECU Remote Remap,Evolve,Tuning Remap,ECU Remap,2020-04-13T12:46:27+01:00,5962,,1000,FALSE,EVOLVERF90M5-7,[]
437,437,4.63E+12,Evolve BMW F90 M5 Stage 1 & Stage 2 ECU Remote Remap,Evolve,Tuning Remap,ECU Remap,2020-04-13T12:46:27+01:00,5962,,1000,FALSE,EVOLVERF90M5-8,[]
438,438,4.63E+12,"Bluespark BMW S55 F80 F82 F87 Pro Petrol Module Tuning Box (M2 Competition, M3 & M4)",Bluespark,Tuning Remap,Tuning Box,2020-04-12T10:02:29+01:00,1416,1491,2000,TRUE,pt-9757,"['A 500bhp M2 Competition for £300? Read on......\r\n\r\nSo the M2C is a healthy 410bhp & 405lbft as standard. That said, you know and can feel it has been ""detuned"" from around 4800rpm to the redline compared to the M4/3 S55 powered cars. The car is begging to be ""retuned"".\r\n\r\nI have never been a fan of tuning boxes coming from a history tuning Cosworth\'s & Evo\'s, real ecu maps rule, fact. However, having heard and read up on the M2C Bluespark tuning box I was intrigued, offering 500bhp from their £300 tuning box. One thing that got my attention was the programming is done in-house on the specific vehicle it is sold for and not a relabelled, one box fits all just ""play around with the settings""\r\n\r\nI decided to give them a call and speak to the owner/program developer directly to find out all about the box. He actually owns a BMW M4. After all, if Im going to put a companies device on my £50k + car I want to know EVERYTHING about it and not from a reseller who is after a return on their stock. I grilled the owner Edward for a good 40mins and he answered all questions and explained his product development without any ""********"" marketing/sales ****. Following that conversation I ordered one. 😳 Maybe he did get me on a sales pitch! 😂\r\n\r\nSo what do you get.......One tuning box and a wiring loom with three sensors, one for the Boost, Cam and Map sensor. A tuning box blanking cap if you want to remove the loom but leave the tuning box in place.\r\n\r\nInstallation.......was very easy! Unplug the three sensors in the engine bay and plug in the three tuning box sensors in their place, its as easy as that! I managed to installed it in around 20mins max. 5mins of that was zip tying the wires neat in the engine bay.\r\n\r\nThe results.....a M2 Competition running at least 500bhp and 480lbft of torque. So thats a 90bhp and 75lbft gain for £300 on a totally, otherwise stock car!\r\nHow does it drive/deliver the power.......(This was my biggest concern, compared to my old FBO N55 M2 the M2C power delivery is smooth as butter, some hate that but I love it, it makes it very predictable on the limit!) So drivability is very important to me! The results are she drives exactly as OEM! If you had never driven a M2C before you would think it was stock and quick! There is no boost spiking, no on/off throttle jerks or hesitations. The mid range punch is great, very predictable and power comes on just as smooth as the OEM set up.\r\n\r\nHow much faster than stock in the real world......A stock M2C car runs 100-200kph in 9.8-10secs, with the tuning box fitted that drops to 7.8-8secs!! See timing data in the images, before and after. A 2 second improvement for £300! Bargain! To give a visual idea of what Im talking about, it means the car hits 200kph around 100meters/football pitch length sooner than a stock M2C. That\'s very quick and you need to be fully aware of the road ahead and the surface conditions! Warm tyres are a must.\r\n\r\nIs it worth it? Yes without a doubt, if you want that extra power for the odd ""spirited"" drive on your daily driven M2 Competition I would say go for it! Remember, if you do not like it you can get your money back within 28days no questions asked!']"
439,439,4.63E+12,"Bluespark BMW S55 F80 F82 F87 Pro Petrol Module Tuning Box (M2 Competition, M3 & M4)",Bluespark,Tuning Remap,Tuning Box,2020-04-12T10:02:29+01:00,1416,1491,2000,TRUE,pt-9729,"['A 500bhp M2 Competition for £300? Read on......\r\n\r\nSo the M2C is a healthy 410bhp & 405lbft as standard. That said, you know and can feel it has been ""detuned"" from around 4800rpm to the redline compared to the M4/3 S55 powered cars. The car is begging to be ""retuned"".\r\n\r\nI have never been a fan of tuning boxes coming from a history tuning Cosworth\'s & Evo\'s, real ecu maps rule, fact. However, having heard and read up on the M2C Bluespark tuning box I was intrigued, offering 500bhp from their £300 tuning box. One thing that got my attention was the programming is done in-house on the specific vehicle it is sold for and not a relabelled, one box fits all just ""play around with the settings""\r\n\r\nI decided to give them a call and speak to the owner/program developer directly to find out all about the box. He actually owns a BMW M4. After all, if Im going to put a companies device on my £50k + car I want to know EVERYTHING about it and not from a reseller who is after a return on their stock. I grilled the owner Edward for a good 40mins and he answered all questions and explained his product development without any ""********"" marketing/sales ****. Following that conversation I ordered one. 😳 Maybe he did get me on a sales pitch! 😂\r\n\r\nSo what do you get.......One tuning box and a wiring loom with three sensors, one for the Boost, Cam and Map sensor. A tuning box blanking cap if you want to remove the loom but leave the tuning box in place.\r\n\r\nInstallation.......was very easy! Unplug the three sensors in the engine bay and plug in the three tuning box sensors in their place, its as easy as that! I managed to installed it in around 20mins max. 5mins of that was zip tying the wires neat in the engine bay.\r\n\r\nThe results.....a M2 Competition running at least 500bhp and 480lbft of torque. So thats a 90bhp and 75lbft gain for £300 on a totally, otherwise stock car!\r\nHow does it drive/deliver the power.......(This was my biggest concern, compared to my old FBO N55 M2 the M2C power delivery is smooth as butter, some hate that but I love it, it makes it very predictable on the limit!) So drivability is very important to me! The results are she drives exactly as OEM! If you had never driven a M2C before you would think it was stock and quick! There is no boost spiking, no on/off throttle jerks or hesitations. The mid range punch is great, very predictable and power comes on just as smooth as the OEM set up.\r\n\r\nHow much faster than stock in the real world......A stock M2C car runs 100-200kph in 9.8-10secs, with the tuning box fitted that drops to 7.8-8secs!! See timing data in the images, before and after. A 2 second improvement for £300! Bargain! To give a visual idea of what Im talking about, it means the car hits 200kph around 100meters/football pitch length sooner than a stock M2C. That\'s very quick and you need to be fully aware of the road ahead and the surface conditions! Warm tyres are a must.\r\n\r\nIs it worth it? Yes without a doubt, if you want that extra power for the odd ""spirited"" drive on your daily driven M2 Competition I would say go for it! Remember, if you do not like it you can get your money back within 28days no questions asked!']"
440,440,4.63E+12,"Bluespark BMW S55 F80 F82 F87 Pro Petrol Module Tuning Box (M2 Competition, M3 & M4)",Bluespark,Tuning Remap,Tuning Box,2020-04-12T10:02:29+01:00,1416,1491,2000,TRUE,pt-9730,"['A 500bhp M2 Competition for £300? Read on......\r\n\r\nSo the M2C is a healthy 410bhp & 405lbft as standard. That said, you know and can feel it has been ""detuned"" from around 4800rpm to the redline compared to the M4/3 S55 powered cars. The car is begging to be ""retuned"".\r\n\r\nI have never been a fan of tuning boxes coming from a history tuning Cosworth\'s & Evo\'s, real ecu maps rule, fact. However, having heard and read up on the M2C Bluespark tuning box I was intrigued, offering 500bhp from their £300 tuning box. One thing that got my attention was the programming is done in-house on the specific vehicle it is sold for and not a relabelled, one box fits all just ""play around with the settings""\r\n\r\nI decided to give them a call and speak to the owner/program developer directly to find out all about the box. He actually owns a BMW M4. After all, if Im going to put a companies device on my £50k + car I want to know EVERYTHING about it and not from a reseller who is after a return on their stock. I grilled the owner Edward for a good 40mins and he answered all questions and explained his product development without any ""********"" marketing/sales ****. Following that conversation I ordered one. 😳 Maybe he did get me on a sales pitch! 😂\r\n\r\nSo what do you get.......One tuning box and a wiring loom with three sensors, one for the Boost, Cam and Map sensor. A tuning box blanking cap if you want to remove the loom but leave the tuning box in place.\r\n\r\nInstallation.......was very easy! Unplug the three sensors in the engine bay and plug in the three tuning box sensors in their place, its as easy as that! I managed to installed it in around 20mins max. 5mins of that was zip tying the wires neat in the engine bay.\r\n\r\nThe results.....a M2 Competition running at least 500bhp and 480lbft of torque. So thats a 90bhp and 75lbft gain for £300 on a totally, otherwise stock car!\r\nHow does it drive/deliver the power.......(This was my biggest concern, compared to my old FBO N55 M2 the M2C power delivery is smooth as butter, some hate that but I love it, it makes it very predictable on the limit!) So drivability is very important to me! The results are she drives exactly as OEM! If you had never driven a M2C before you would think it was stock and quick! There is no boost spiking, no on/off throttle jerks or hesitations. The mid range punch is great, very predictable and power comes on just as smooth as the OEM set up.\r\n\r\nHow much faster than stock in the real world......A stock M2C car runs 100-200kph in 9.8-10secs, with the tuning box fitted that drops to 7.8-8secs!! See timing data in the images, before and after. A 2 second improvement for £300! Bargain! To give a visual idea of what Im talking about, it means the car hits 200kph around 100meters/football pitch length sooner than a stock M2C. That\'s very quick and you need to be fully aware of the road ahead and the surface conditions! Warm tyres are a must.\r\n\r\nIs it worth it? Yes without a doubt, if you want that extra power for the odd ""spirited"" drive on your daily driven M2 Competition I would say go for it! Remember, if you do not like it you can get your money back within 28days no questions asked!']"
441,441,4.63E+12,"Bluespark BMW S55 F80 F82 F87 Pro Petrol Module Tuning Box (M2 Competition, M3 & M4)",Bluespark,Tuning Remap,Tuning Box,2020-04-12T10:02:29+01:00,1416,1491,2000,TRUE,pt-9732,"['A 500bhp M2 Competition for £300? Read on......\r\n\r\nSo the M2C is a healthy 410bhp & 405lbft as standard. That said, you know and can feel it has been ""detuned"" from around 4800rpm to the redline compared to the M4/3 S55 powered cars. The car is begging to be ""retuned"".\r\n\r\nI have never been a fan of tuning boxes coming from a history tuning Cosworth\'s & Evo\'s, real ecu maps rule, fact. However, having heard and read up on the M2C Bluespark tuning box I was intrigued, offering 500bhp from their £300 tuning box. One thing that got my attention was the programming is done in-house on the specific vehicle it is sold for and not a relabelled, one box fits all just ""play around with the settings""\r\n\r\nI decided to give them a call and speak to the owner/program developer directly to find out all about the box. He actually owns a BMW M4. After all, if Im going to put a companies device on my £50k + car I want to know EVERYTHING about it and not from a reseller who is after a return on their stock. I grilled the owner Edward for a good 40mins and he answered all questions and explained his product development without any ""********"" marketing/sales ****. Following that conversation I ordered one. 😳 Maybe he did get me on a sales pitch! 😂\r\n\r\nSo what do you get.......One tuning box and a wiring loom with three sensors, one for the Boost, Cam and Map sensor. A tuning box blanking cap if you want to remove the loom but leave the tuning box in place.\r\n\r\nInstallation.......was very easy! Unplug the three sensors in the engine bay and plug in the three tuning box sensors in their place, its as easy as that! I managed to installed it in around 20mins max. 5mins of that was zip tying the wires neat in the engine bay.\r\n\r\nThe results.....a M2 Competition running at least 500bhp and 480lbft of torque. So thats a 90bhp and 75lbft gain for £300 on a totally, otherwise stock car!\r\nHow does it drive/deliver the power.......(This was my biggest concern, compared to my old FBO N55 M2 the M2C power delivery is smooth as butter, some hate that but I love it, it makes it very predictable on the limit!) So drivability is very important to me! The results are she drives exactly as OEM! If you had never driven a M2C before you would think it was stock and quick! There is no boost spiking, no on/off throttle jerks or hesitations. The mid range punch is great, very predictable and power comes on just as smooth as the OEM set up.\r\n\r\nHow much faster than stock in the real world......A stock M2C car runs 100-200kph in 9.8-10secs, with the tuning box fitted that drops to 7.8-8secs!! See timing data in the images, before and after. A 2 second improvement for £300! Bargain! To give a visual idea of what Im talking about, it means the car hits 200kph around 100meters/football pitch length sooner than a stock M2C. That\'s very quick and you need to be fully aware of the road ahead and the surface conditions! Warm tyres are a must.\r\n\r\nIs it worth it? Yes without a doubt, if you want that extra power for the odd ""spirited"" drive on your daily driven M2 Competition I would say go for it! Remember, if you do not like it you can get your money back within 28days no questions asked!']"
442,442,4.63E+12,"Bluespark BMW S55 F80 F82 F87 Pro Petrol Module Tuning Box (M2 Competition, M3 & M4)",Bluespark,Tuning Remap,Tuning Box,2020-04-12T10:02:29+01:00,1416,1491,2000,TRUE,pt-9733,"['A 500bhp M2 Competition for £300? Read on......\r\n\r\nSo the M2C is a healthy 410bhp & 405lbft as standard. That said, you know and can feel it has been ""detuned"" from around 4800rpm to the redline compared to the M4/3 S55 powered cars. The car is begging to be ""retuned"".\r\n\r\nI have never been a fan of tuning boxes coming from a history tuning Cosworth\'s & Evo\'s, real ecu maps rule, fact. However, having heard and read up on the M2C Bluespark tuning box I was intrigued, offering 500bhp from their £300 tuning box. One thing that got my attention was the programming is done in-house on the specific vehicle it is sold for and not a relabelled, one box fits all just ""play around with the settings""\r\n\r\nI decided to give them a call and speak to the owner/program developer directly to find out all about the box. He actually owns a BMW M4. After all, if Im going to put a companies device on my £50k + car I want to know EVERYTHING about it and not from a reseller who is after a return on their stock. I grilled the owner Edward for a good 40mins and he answered all questions and explained his product development without any ""********"" marketing/sales ****. Following that conversation I ordered one. 😳 Maybe he did get me on a sales pitch! 😂\r\n\r\nSo what do you get.......One tuning box and a wiring loom with three sensors, one for the Boost, Cam and Map sensor. A tuning box blanking cap if you want to remove the loom but leave the tuning box in place.\r\n\r\nInstallation.......was very easy! Unplug the three sensors in the engine bay and plug in the three tuning box sensors in their place, its as easy as that! I managed to installed it in around 20mins max. 5mins of that was zip tying the wires neat in the engine bay.\r\n\r\nThe results.....a M2 Competition running at least 500bhp and 480lbft of torque. So thats a 90bhp and 75lbft gain for £300 on a totally, otherwise stock car!\r\nHow does it drive/deliver the power.......(This was my biggest concern, compared to my old FBO N55 M2 the M2C power delivery is smooth as butter, some hate that but I love it, it makes it very predictable on the limit!) So drivability is very important to me! The results are she drives exactly as OEM! If you had never driven a M2C before you would think it was stock and quick! There is no boost spiking, no on/off throttle jerks or hesitations. The mid range punch is great, very predictable and power comes on just as smooth as the OEM set up.\r\n\r\nHow much faster than stock in the real world......A stock M2C car runs 100-200kph in 9.8-10secs, with the tuning box fitted that drops to 7.8-8secs!! See timing data in the images, before and after. A 2 second improvement for £300! Bargain! To give a visual idea of what Im talking about, it means the car hits 200kph around 100meters/football pitch length sooner than a stock M2C. That\'s very quick and you need to be fully aware of the road ahead and the surface conditions! Warm tyres are a must.\r\n\r\nIs it worth it? Yes without a doubt, if you want that extra power for the odd ""spirited"" drive on your daily driven M2 Competition I would say go for it! Remember, if you do not like it you can get your money back within 28days no questions asked!']"
443,443,4.63E+12,"Bluespark BMW S55 F80 F82 F87 Pro Petrol Module Tuning Box (M2 Competition, M3 & M4)",Bluespark,Tuning Remap,Tuning Box,2020-04-12T10:02:29+01:00,1652,1739,2000,TRUE,pt-9757-BT,"['A 500bhp M2 Competition for £300? Read on......\r\n\r\nSo the M2C is a healthy 410bhp & 405lbft as standard. That said, you know and can feel it has been ""detuned"" from around 4800rpm to the redline compared to the M4/3 S55 powered cars. The car is begging to be ""retuned"".\r\n\r\nI have never been a fan of tuning boxes coming from a history tuning Cosworth\'s & Evo\'s, real ecu maps rule, fact. However, having heard and read up on the M2C Bluespark tuning box I was intrigued, offering 500bhp from their £300 tuning box. One thing that got my attention was the programming is done in-house on the specific vehicle it is sold for and not a relabelled, one box fits all just ""play around with the settings""\r\n\r\nI decided to give them a call and speak to the owner/program developer directly to find out all about the box. He actually owns a BMW M4. After all, if Im going to put a companies device on my £50k + car I want to know EVERYTHING about it and not from a reseller who is after a return on their stock. I grilled the owner Edward for a good 40mins and he answered all questions and explained his product development without any ""********"" marketing/sales ****. Following that conversation I ordered one. 😳 Maybe he did get me on a sales pitch! 😂\r\n\r\nSo what do you get.......One tuning box and a wiring loom with three sensors, one for the Boost, Cam and Map sensor. A tuning box blanking cap if you want to remove the loom but leave the tuning box in place.\r\n\r\nInstallation.......was very easy! Unplug the three sensors in the engine bay and plug in the three tuning box sensors in their place, its as easy as that! I managed to installed it in around 20mins max. 5mins of that was zip tying the wires neat in the engine bay.\r\n\r\nThe results.....a M2 Competition running at least 500bhp and 480lbft of torque. So thats a 90bhp and 75lbft gain for £300 on a totally, otherwise stock car!\r\nHow does it drive/deliver the power.......(This was my biggest concern, compared to my old FBO N55 M2 the M2C power delivery is smooth as butter, some hate that but I love it, it makes it very predictable on the limit!) So drivability is very important to me! The results are she drives exactly as OEM! If you had never driven a M2C before you would think it was stock and quick! There is no boost spiking, no on/off throttle jerks or hesitations. The mid range punch is great, very predictable and power comes on just as smooth as the OEM set up.\r\n\r\nHow much faster than stock in the real world......A stock M2C car runs 100-200kph in 9.8-10secs, with the tuning box fitted that drops to 7.8-8secs!! See timing data in the images, before and after. A 2 second improvement for £300! Bargain! To give a visual idea of what Im talking about, it means the car hits 200kph around 100meters/football pitch length sooner than a stock M2C. That\'s very quick and you need to be fully aware of the road ahead and the surface conditions! Warm tyres are a must.\r\n\r\nIs it worth it? Yes without a doubt, if you want that extra power for the odd ""spirited"" drive on your daily driven M2 Competition I would say go for it! Remember, if you do not like it you can get your money back within 28days no questions asked!']"
444,444,4.63E+12,"Bluespark BMW S55 F80 F82 F87 Pro Petrol Module Tuning Box (M2 Competition, M3 & M4)",Bluespark,Tuning Remap,Tuning Box,2020-04-12T10:02:29+01:00,1652,1739,2000,TRUE,pt-9729-BT,"['A 500bhp M2 Competition for £300? Read on......\r\n\r\nSo the M2C is a healthy 410bhp & 405lbft as standard. That said, you know and can feel it has been ""detuned"" from around 4800rpm to the redline compared to the M4/3 S55 powered cars. The car is begging to be ""retuned"".\r\n\r\nI have never been a fan of tuning boxes coming from a history tuning Cosworth\'s & Evo\'s, real ecu maps rule, fact. However, having heard and read up on the M2C Bluespark tuning box I was intrigued, offering 500bhp from their £300 tuning box. One thing that got my attention was the programming is done in-house on the specific vehicle it is sold for and not a relabelled, one box fits all just ""play around with the settings""\r\n\r\nI decided to give them a call and speak to the owner/program developer directly to find out all about the box. He actually owns a BMW M4. After all, if Im going to put a companies device on my £50k + car I want to know EVERYTHING about it and not from a reseller who is after a return on their stock. I grilled the owner Edward for a good 40mins and he answered all questions and explained his product development without any ""********"" marketing/sales ****. Following that conversation I ordered one. 😳 Maybe he did get me on a sales pitch! 😂\r\n\r\nSo what do you get.......One tuning box and a wiring loom with three sensors, one for the Boost, Cam and Map sensor. A tuning box blanking cap if you want to remove the loom but leave the tuning box in place.\r\n\r\nInstallation.......was very easy! Unplug the three sensors in the engine bay and plug in the three tuning box sensors in their place, its as easy as that! I managed to installed it in around 20mins max. 5mins of that was zip tying the wires neat in the engine bay.\r\n\r\nThe results.....a M2 Competition running at least 500bhp and 480lbft of torque. So thats a 90bhp and 75lbft gain for £300 on a totally, otherwise stock car!\r\nHow does it drive/deliver the power.......(This was my biggest concern, compared to my old FBO N55 M2 the M2C power delivery is smooth as butter, some hate that but I love it, it makes it very predictable on the limit!) So drivability is very important to me! The results are she drives exactly as OEM! If you had never driven a M2C before you would think it was stock and quick! There is no boost spiking, no on/off throttle jerks or hesitations. The mid range punch is great, very predictable and power comes on just as smooth as the OEM set up.\r\n\r\nHow much faster than stock in the real world......A stock M2C car runs 100-200kph in 9.8-10secs, with the tuning box fitted that drops to 7.8-8secs!! See timing data in the images, before and after. A 2 second improvement for £300! Bargain! To give a visual idea of what Im talking about, it means the car hits 200kph around 100meters/football pitch length sooner than a stock M2C. That\'s very quick and you need to be fully aware of the road ahead and the surface conditions! Warm tyres are a must.\r\n\r\nIs it worth it? Yes without a doubt, if you want that extra power for the odd ""spirited"" drive on your daily driven M2 Competition I would say go for it! Remember, if you do not like it you can get your money back within 28days no questions asked!']"
445,445,4.63E+12,"Bluespark BMW S55 F80 F82 F87 Pro Petrol Module Tuning Box (M2 Competition, M3 & M4)",Bluespark,Tuning Remap,Tuning Box,2020-04-12T10:02:29+01:00,1652,1739,2000,TRUE,pt-9730-BT,"['A 500bhp M2 Competition for £300? Read on......\r\n\r\nSo the M2C is a healthy 410bhp & 405lbft as standard. That said, you know and can feel it has been ""detuned"" from around 4800rpm to the redline compared to the M4/3 S55 powered cars. The car is begging to be ""retuned"".\r\n\r\nI have never been a fan of tuning boxes coming from a history tuning Cosworth\'s & Evo\'s, real ecu maps rule, fact. However, having heard and read up on the M2C Bluespark tuning box I was intrigued, offering 500bhp from their £300 tuning box. One thing that got my attention was the programming is done in-house on the specific vehicle it is sold for and not a relabelled, one box fits all just ""play around with the settings""\r\n\r\nI decided to give them a call and speak to the owner/program developer directly to find out all about the box. He actually owns a BMW M4. After all, if Im going to put a companies device on my £50k + car I want to know EVERYTHING about it and not from a reseller who is after a return on their stock. I grilled the owner Edward for a good 40mins and he answered all questions and explained his product development without any ""********"" marketing/sales ****. Following that conversation I ordered one. 😳 Maybe he did get me on a sales pitch! 😂\r\n\r\nSo what do you get.......One tuning box and a wiring loom with three sensors, one for the Boost, Cam and Map sensor. A tuning box blanking cap if you want to remove the loom but leave the tuning box in place.\r\n\r\nInstallation.......was very easy! Unplug the three sensors in the engine bay and plug in the three tuning box sensors in their place, its as easy as that! I managed to installed it in around 20mins max. 5mins of that was zip tying the wires neat in the engine bay.\r\n\r\nThe results.....a M2 Competition running at least 500bhp and 480lbft of torque. So thats a 90bhp and 75lbft gain for £300 on a totally, otherwise stock car!\r\nHow does it drive/deliver the power.......(This was my biggest concern, compared to my old FBO N55 M2 the M2C power delivery is smooth as butter, some hate that but I love it, it makes it very predictable on the limit!) So drivability is very important to me! The results are she drives exactly as OEM! If you had never driven a M2C before you would think it was stock and quick! There is no boost spiking, no on/off throttle jerks or hesitations. The mid range punch is great, very predictable and power comes on just as smooth as the OEM set up.\r\n\r\nHow much faster than stock in the real world......A stock M2C car runs 100-200kph in 9.8-10secs, with the tuning box fitted that drops to 7.8-8secs!! See timing data in the images, before and after. A 2 second improvement for £300! Bargain! To give a visual idea of what Im talking about, it means the car hits 200kph around 100meters/football pitch length sooner than a stock M2C. That\'s very quick and you need to be fully aware of the road ahead and the surface conditions! Warm tyres are a must.\r\n\r\nIs it worth it? Yes without a doubt, if you want that extra power for the odd ""spirited"" drive on your daily driven M2 Competition I would say go for it! Remember, if you do not like it you can get your money back within 28days no questions asked!']"
446,446,4.63E+12,"Bluespark BMW S55 F80 F82 F87 Pro Petrol Module Tuning Box (M2 Competition, M3 & M4)",Bluespark,Tuning Remap,Tuning Box,2020-04-12T10:02:29+01:00,1652,1739,2000,TRUE,pt-9732-BT,"['A 500bhp M2 Competition for £300? Read on......\r\n\r\nSo the M2C is a healthy 410bhp & 405lbft as standard. That said, you know and can feel it has been ""detuned"" from around 4800rpm to the redline compared to the M4/3 S55 powered cars. The car is begging to be ""retuned"".\r\n\r\nI have never been a fan of tuning boxes coming from a history tuning Cosworth\'s & Evo\'s, real ecu maps rule, fact. However, having heard and read up on the M2C Bluespark tuning box I was intrigued, offering 500bhp from their £300 tuning box. One thing that got my attention was the programming is done in-house on the specific vehicle it is sold for and not a relabelled, one box fits all just ""play around with the settings""\r\n\r\nI decided to give them a call and speak to the owner/program developer directly to find out all about the box. He actually owns a BMW M4. After all, if Im going to put a companies device on my £50k + car I want to know EVERYTHING about it and not from a reseller who is after a return on their stock. I grilled the owner Edward for a good 40mins and he answered all questions and explained his product development without any ""********"" marketing/sales ****. Following that conversation I ordered one. 😳 Maybe he did get me on a sales pitch! 😂\r\n\r\nSo what do you get.......One tuning box and a wiring loom with three sensors, one for the Boost, Cam and Map sensor. A tuning box blanking cap if you want to remove the loom but leave the tuning box in place.\r\n\r\nInstallation.......was very easy! Unplug the three sensors in the engine bay and plug in the three tuning box sensors in their place, its as easy as that! I managed to installed it in around 20mins max. 5mins of that was zip tying the wires neat in the engine bay.\r\n\r\nThe results.....a M2 Competition running at least 500bhp and 480lbft of torque. So thats a 90bhp and 75lbft gain for £300 on a totally, otherwise stock car!\r\nHow does it drive/deliver the power.......(This was my biggest concern, compared to my old FBO N55 M2 the M2C power delivery is smooth as butter, some hate that but I love it, it makes it very predictable on the limit!) So drivability is very important to me! The results are she drives exactly as OEM! If you had never driven a M2C before you would think it was stock and quick! There is no boost spiking, no on/off throttle jerks or hesitations. The mid range punch is great, very predictable and power comes on just as smooth as the OEM set up.\r\n\r\nHow much faster than stock in the real world......A stock M2C car runs 100-200kph in 9.8-10secs, with the tuning box fitted that drops to 7.8-8secs!! See timing data in the images, before and after. A 2 second improvement for £300! Bargain! To give a visual idea of what Im talking about, it means the car hits 200kph around 100meters/football pitch length sooner than a stock M2C. That\'s very quick and you need to be fully aware of the road ahead and the surface conditions! Warm tyres are a must.\r\n\r\nIs it worth it? Yes without a doubt, if you want that extra power for the odd ""spirited"" drive on your daily driven M2 Competition I would say go for it! Remember, if you do not like it you can get your money back within 28days no questions asked!']"
447,447,4.63E+12,"Bluespark BMW S55 F80 F82 F87 Pro Petrol Module Tuning Box (M2 Competition, M3 & M4)",Bluespark,Tuning Remap,Tuning Box,2020-04-12T10:02:29+01:00,1652,1739,2000,TRUE,pt-9733-BT,"['A 500bhp M2 Competition for £300? Read on......\r\n\r\nSo the M2C is a healthy 410bhp & 405lbft as standard. That said, you know and can feel it has been ""detuned"" from around 4800rpm to the redline compared to the M4/3 S55 powered cars. The car is begging to be ""retuned"".\r\n\r\nI have never been a fan of tuning boxes coming from a history tuning Cosworth\'s & Evo\'s, real ecu maps rule, fact. However, having heard and read up on the M2C Bluespark tuning box I was intrigued, offering 500bhp from their £300 tuning box. One thing that got my attention was the programming is done in-house on the specific vehicle it is sold for and not a relabelled, one box fits all just ""play around with the settings""\r\n\r\nI decided to give them a call and speak to the owner/program developer directly to find out all about the box. He actually owns a BMW M4. After all, if Im going to put a companies device on my £50k + car I want to know EVERYTHING about it and not from a reseller who is after a return on their stock. I grilled the owner Edward for a good 40mins and he answered all questions and explained his product development without any ""********"" marketing/sales ****. Following that conversation I ordered one. 😳 Maybe he did get me on a sales pitch! 😂\r\n\r\nSo what do you get.......One tuning box and a wiring loom with three sensors, one for the Boost, Cam and Map sensor. A tuning box blanking cap if you want to remove the loom but leave the tuning box in place.\r\n\r\nInstallation.......was very easy! Unplug the three sensors in the engine bay and plug in the three tuning box sensors in their place, its as easy as that! I managed to installed it in around 20mins max. 5mins of that was zip tying the wires neat in the engine bay.\r\n\r\nThe results.....a M2 Competition running at least 500bhp and 480lbft of torque. So thats a 90bhp and 75lbft gain for £300 on a totally, otherwise stock car!\r\nHow does it drive/deliver the power.......(This was my biggest concern, compared to my old FBO N55 M2 the M2C power delivery is smooth as butter, some hate that but I love it, it makes it very predictable on the limit!) So drivability is very important to me! The results are she drives exactly as OEM! If you had never driven a M2C before you would think it was stock and quick! There is no boost spiking, no on/off throttle jerks or hesitations. The mid range punch is great, very predictable and power comes on just as smooth as the OEM set up.\r\n\r\nHow much faster than stock in the real world......A stock M2C car runs 100-200kph in 9.8-10secs, with the tuning box fitted that drops to 7.8-8secs!! See timing data in the images, before and after. A 2 second improvement for £300! Bargain! To give a visual idea of what Im talking about, it means the car hits 200kph around 100meters/football pitch length sooner than a stock M2C. That\'s very quick and you need to be fully aware of the road ahead and the surface conditions! Warm tyres are a must.\r\n\r\nIs it worth it? Yes without a doubt, if you want that extra power for the odd ""spirited"" drive on your daily driven M2 Competition I would say go for it! Remember, if you do not like it you can get your money back within 28days no questions asked!']"
448,448,4.63E+12,Evolve BMW B38 F30 F31 F34 F35 318i 136HP ECU Remote Remap 2015+,Evolve,Tuning Remap,ECU Remap,2020-04-12T09:52:28+01:00,2232,,1000,FALSE,EVOLVERF3X318IB38,[]
449,449,4.63E+12,Evolve BMW B48 F30 F31 F34 F35 320i 184HP ECU Remote Remap 2015+,Evolve,Tuning Remap,ECU Remap,2020-04-12T09:45:36+01:00,2232,,1000,FALSE,EVOLVERF3X320iB48,[]
450,450,4.63E+12,Evolve BMW B48 F30 F31 F34 F35 330i 252HP ECU Remote Remap 2015+,Evolve,Tuning Remap,ECU Remap,2020-04-12T09:39:49+01:00,2232,,1000,FALSE,EVOLVERF3X330IB48,[]
451,451,4.63E+12,Evolve BMW B58 F30 F31 F34 F35 340i 326HP ECU Remote Remap 2015+,Evolve,Tuning Remap,ECU Remap,2020-04-12T09:30:19+01:00,2232,,1000,FALSE,EVOLVERF3X340iB58,[]
452,452,4.63E+12,Evolve BMW B47 F30 F31 F34 316D 116HP ECU Remote Remap 2015+,Evolve,Tuning Remap,ECU Remap,2020-04-12T03:45:41+01:00,2232,,1000,FALSE,EVOLVERF3X316DB47,[]
